BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;1636;0;d;;Die;d i:;;;;;;;
1637;5732;0;iː;;Die;d i:;;;;;;;
7370;3968;1;h;;Hochzeit;h O x ts aI t;;;;;;;
11339;3086;1;ɔ;;Hochzeit;h O x ts aI t;;;;;;;
14426;5291;1;x;;Hochzeit;h O x ts aI t;;;;;;;
19718;7055;1;ts;;Hochzeit;h O x ts aI t;;;;;;;
26774;7496;1;aɪ;;Hochzeit;h O x ts aI t;;;;;;;
34271;2645;1;t;;Hochzeit;h O x ts aI t;;;;;;;
36917;4409;2;f;;versammelt;f E 6 z a m @ l t;;;;;;;
41327;1322;2;ɛ;;versammelt;f E 6 z a m @ l t;;;;;;;
42650;1763;2;ɐ;;versammelt;f E 6 z a m @ l t;;;;;;;
44414;3527;2;z;;versammelt;f E 6 z a m @ l t;;;;;;;
47942;3968;2;a;;versammelt;f E 6 z a m @ l t;;;;;;;
51911;3527;2;m;;versammelt;f E 6 z a m @ l t;;;;;;;
55439;1322;2;ə;;versammelt;f E 6 z a m @ l t;;;;;;;
56762;2204;2;l;;versammelt;f E 6 z a m @ l t;;;;;;;
58967;2204;2;t;;versammelt;f E 6 z a m @ l t;;;;;;;
61172;6173;3;f;;Familie;f a m i: l j @;;;;;;;
67346;2645;3;a;;Familie;f a m i: l j @;;;;;;;
69992;4409;3;m;;Familie;f a m i: l j @;;;;;;;
74402;6614;3;iː;;Familie;f a m i: l j @;;;;;;;
81017;4409;3;l;;Familie;f a m i: l j @;;;;;;;
85427;7055;3;j;;Familie;f a m i: l j @;;;;;;;
92483;2204;3;ə;;Familie;f a m i: l j @;;;;;;;
94688;1322;4;ʔ;;und;? U n t;;;;;;;
96011;3086;4;ʊ;;und;? U n t;;;;;;;
99098;1763;4;n;;und;? U n t;;;;;;;
100862;1322;4;t;;und;? U n t;;;;;;;
102185;4409;5;f;;Freunde;f r OY n d @;;;;;;;
106595;4850;5;r;;Freunde;f r OY n d @;;;;;;;
111446;7496;5;ɔʏ;;Freunde;f r OY n d @;;;;;;;
118943;6173;5;n;;Freunde;f r OY n d @;;;;;;;
125117;2204;5;d;;Freunde;f r OY n d @;;;;;;;
127322;7496;5;ə;;Freunde;f r OY n d @;;;;;;;
134819;3280;-1;(...);;;;;;;;;;
