"","target_gender","vertrauen.response","age.response","gebildet.response","gender.response","Dominant.response","Attraktiv.response","gesund.response","professionell.response"
"1","female",0.242554234046916,-1.40371744676475,0.300852788538436,-1.73230929935332,-0.55971337378525,-0.309957066474988,0.490323090635876,0.253153971227193
"2","male",0.463862717307171,-0.812431372366471,0.51869297544191,1.38077895302306,-0.198776734948046,0.266052916104661,0.634198935009333,0.466434712358268
